company_name,product_code,product_description,customer_name,invoice_no,invoice_date,order_qty,item_mrp,total_value
The Thirumurugan Tractor Spares,P386448,Rod- Sensor (Tapered Neck),Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,314,533.8
The Thirumurugan Tractor Spares,P280006B,Rod- Sensor,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,219,372.3
The Thirumurugan Tractor Spares,P386548A,Clevis,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,4,222,754.8
The Thirumurugan Tractor Spares,P10001206A,Clevis,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,182,309.4
The Thirumurugan Tractor Spares,P386553,Pipe- Brake (Right),Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,247,419.9
The Thirumurugan Tractor Spares,P386552,Pipe- Brake (Left),Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,247,419.9
The Thirumurugan Tractor Spares,P000840,Kit- Piston Rings (Ram Cylinder),Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,505,858.5
The Thirumurugan Tractor Spares,P783303A,Handle - response valve grey colour,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,4,58,197.2
The Thirumurugan Tractor Spares,P000839,Kit- Response & Control Valve,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,140,238
The Thirumurugan Tractor Spares,P000304,Kit- O Ring For Control Valve,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,33,56.1
The Thirumurugan Tractor Spares,P000702,Kit- O Ring For Response Valve,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,148,251.6
The Thirumurugan Tractor Spares,P000302,Kit- O Ring For Response Valve,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,86,146.2
The Thirumurugan Tractor Spares,P783050C,Valve Assembly- Relief (Cylinder) - alt 10028944AD ,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,300,510
The Thirumurugan Tractor Spares,P783058,"Valve- Lift Safety (Blackened,180) hyd cylinder",Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,532,904.4
The Thirumurugan Tractor Spares,P783059,Valve- System Relief (White Passivated 1) response body,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,523,889.1
The Thirumurugan Tractor Spares,P000319,"Kit- Rock Shaft Repair(Hydraulics,1000 K",Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,719,1222.3
The Thirumurugan Tractor Spares,P000719,"Kit- Rock Shaft Repair(Hydraulics,1000 K",Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,873,1484.1
The Thirumurugan Tractor Spares,P386416,Bush- Sintered,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,16,125,1700
The Thirumurugan Tractor Spares,P386403,Housing- Bush,Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,430,731
The Thirumurugan Tractor Spares,P706537C,Reservoir- Power Steering (Modified),Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,2,1275,2167.5
The Thirumurugan Tractor Spares,P386407,O Ring (Rock Shaft Bush),Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,10,56,476
The Thirumurugan Tractor Spares,P386408,O Ring (Rock Shaft Bush Flange),Aathi Vinayaga Auto Store,21/07/00861,07-07-2021,5,55,233.75
